Concelho,Nome_Entidade,Frequência [MHz],PAR [W],Raio [Km],Morada_Estação,Local_Estação,PS,PI,AF,Cobertura,Microcobertura,Desc_Operador,Latitude PlaGE,Longitude PlaGE,Latitude Corrigida,Longitude Corrigida,Coord Corrig.,Distrito,Concelho,Freguesia
Velas,"Cooperativa de Difusão Cultural Jorgense, CRL.",    107.100000,500.000,33.2926313568806,PICO REBINÉU,SANTO AMARO,R.LUMENA,8406.000,S,Local,Não,,38.677777778,-28.179166667,38.677777778,-28.179166667,Não,Açores São Jorge,Velas,Santo Amaro
Vendas Novas,"GRANADA FM - Rádio e Jornalismo, Unipessoal, Lda.",    100.100000,1000.000,39.5918340867651,R ESTEVAO DE ALMEIDA 4 2,VENDAS NOVAS,RGRANADA,804A,N,Local,Não,,38.672222222,-8.4625,38.678611111,-8.460833333,Sim,Évora,Vendas Novas,Vendas Novas
Viana do Alentejo,"Horizontes Planos Informação e Comunicação, Lda",     95.500000,500.000,33.2926313568806,MONTE DE SÃO VICENTE,VIANA DO ALENTEJO,ANT.SUL,80DE,N,Local,Não,,38.321944444,-8.004444444,38.321944444,-8.004444444,Sim,Évora,Viana do Alentejo,Viana do Alentejo
Viana do Castelo,"Rádio Comercial, S.A.",     89.300000,400.000,31.4862267474058,MONTE GALEÃO,DARQUE,COMRCIAL,8203.000,S,Nacional,Não,Cobertura Nacional,41.676666667,-8.795277778,41.676666667,-8.795277778,Não,Viana do Castelo,Viana do Castelo,Darque
Viana do Castelo,Núcleo Amador de Investigação Arqueológico de Afife - N.A.I.A.A.,     87.600000,400.000,31.4862267474058,LUGAR DO PAÇO - CARREÇO,PAÇÔ,AFIFENSE,80AB,N,Local,Não,,41.755833333,-8.8375,41.756111111,-8.8325,Sim,Viana do Castelo,Viana do Castelo,Carreço
Viana do Castelo,"Rádio Alto Minho, Sociedade de Informação Regional, Lda.",     97.000000,1000.000,39.5918340867651,,SERRA DE ARGA,ALTMINHO,845C,S,Local,Não,,41.804444444,-8.698055556,41.804166667,-8.698333333,Sim,Viana do Castelo,Viana do Castelo,Montaria
Viana do Castelo,"Rádio Alto Minho, Sociedade de Informação Regional, Lda.",    101.700000,50.000,18.721822436302,POUSADA SANTA LUZIA,SANTA LUZIA,ALTMINHO,845C,S,Local,Sim,,41.708333333,-8.833333333,41.708333333,-8.833333333,Não,Viana do Castelo,Viana do Castelo,Areosa
Viana do Castelo,GEICE - Grupo de Estudo e Investigação de Ciências Experimentais,     90.800000,2000.000,47.0828907919883,VIANA DO CASTELO,SANTA LUZIA,GEICE FM,8026.000,N,Local,Não,,41.707222222,-8.834722222,41.706666667,-8.835,Sim,Viana do Castelo,Viana do Castelo,Areosa
Vidigueira,"Rádio e Televisão de Portugal, S.A.",     87.700000,20000.000,83.7265352605041,Serra do Mendro,SERRA DO MENDRO,ANTENA 1,8201.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,38.245833333,-7.783333333,38.246111111,-7.783611111,Sim,Beja,Vidigueira,Vidigueira
Vidigueira,"Rádio e Televisão de Portugal, S.A.",     91.100000,20000.000,83.7265352605041,Serra do Mendro,SERRA DO MENDRO,ANTENA 2,8202.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,38.245833333,-7.783333333,38.246388889,-7.783611111,Sim,Beja,Vidigueira,Vidigueira
Vidigueira,"Rádio e Televisão de Portugal, S.A.",    102.400000,49999.999,105.280543861682,Serra do Mendro,SERRA DO MENDRO,ANTENA 3,8204.000,S,Nacional,Não,Rede 3 de Cobertura Nacional,38.245833333,-7.783333333,38.246111111,-7.783611111,Sim,Beja,Vidigueira,Vidigueira
Vidigueira,"Rádio Comercial, S.A.",     92.000000,49999.999,105.280543861682,,SERRA DO MENDRO,COMRCIAL,8203.000,S,Nacional,Não,Cobertura Nacional,38.246388889,-7.783333333,38.246944444,-7.785,Sim,Beja,Vidigueira,Vidigueira
Vidigueira,"Rádio Regional de Lisboa - Emissões de Radiodifusão, S.A.",    106.400000,49999.999,105.280543861682,,MENDRO,M80,8332.000,S,Regional,Não,Cobertura Regional Sul,38.246388889,-7.783333333,38.246944444,-7.785,Sim,Beja,Vidigueira,Vidigueira
Vidigueira,"Rádio Renascença, Lda.",     96.500000,49999.999,105.280543861682,VIDIGUEIRA,SERRA DO MENDRO,RR,8221.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,38.244722222,-7.785,38.245,-7.783888889,Sim,Beja,Vidigueira,Vidigueira
Vidigueira,"Rádio Renascença, Lda.",    100.900000,49999.999,105.280543861682,VIDIGUEIRA,SERRA DO MENDRO,RFM,8231.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,38.244722222,-7.783888889,38.245,-7.783888889,Sim,Beja,Vidigueira,Vidigueira
Vidigueira,Associação Humanitária de Bombeiros Voluntários da Vidigueira,     90.000000,1000.000,39.5918340867651,ERMIDA S. ANTONIO,VILA DE FRADES,VDGUEIRA,8097.000,N,Local,Não,,38.204166667,-7.836111111,38.206388889,-7.838055556,Sim,Beja,Vidigueira,Selmes
Vieira do Minho,"CORAL - Cooperativa de Emissões Radiofónicas do Alto Ave, C.R.L.",     91.600000,1000.000,39.5918340867651,MONTE DA SENHORA DA FE,EIRA VEDRA,ALTO AVE,80D4,N,Local,Não,,41.656944444,-8.138888889,41.659166667,-8.140277778,Sim,Braga,Vieira do Minho,Eira Vedra
Vila de Rei,"Empresa Editora Cidade de Tomar, Lda.",    103.200000,500.000,33.2926313568806,VILA DE REI,SERRA DA MELRIÇA,,,,Local,Não,,39.694166667,-8.130277778,39.694166667,-8.130277778,Não,Castelo Branco,Vila de Rei,Vila de Rei
Vila do Conde,"RÁDIO SEM FRONTEIRAS - Sociedade de Radiodifusão, S.A.",     88.600000,2000.000,47.0828907919883,GUILHABREU,SANTA EUFÉMIA,LINEAR,8093.000,N,Local,Não,,41.311388889,-8.631666667,41.353888889,-8.74,Sim,Porto,Vila do Conde,Malta e Canidelo
Vila do Conde,"Rádio Foz do Ave, Lda.",     98.400000,2000.000,47.0828907919883,GUILHABREU,SANTA EUFÉMIA,OBSRVDOR,80BC,N,Local,Não,,41.311388889,-8.631666667,41.311388889,-8.631666667,Sim,Porto,Vila do Conde,Malta e Canidelo
Vila do Conde,"Jornal da Trofa, Lda.",    107.800000,1000.000,39.5918340867651,ALVARELHOS,SANTA EUFÉMIA,R.NOAR,8086.000,N,Local,Não,,41.311388889,-8.631666667,41.311388889,-8.631666667,Sim,Porto,Vila do Conde,Malta e Canidelo
Vila do Conde,"Sintonizenos - Comunicação Social, Lda.",     89.000000,2000.000,47.0828907919883,GUILHABREU,SANTA EUFÉMIA,ESTADIO,805B,N,Local,Não,,41.311388889,-8.631666667,41.311388889,-8.631666667,Sim,Porto,Vila do Conde,Malta e Canidelo
Vila do Porto,"Rádio e Televisão de Portugal, S.A.",     96.700000,10000.000,70.4053433621716,SANTA MARIA,PICO ALTO,,,,Nacional,Não,Rede 1 de Cobertura Nacional,36.983333333,-25.091666667,36.983333333,-25.091666667,Não,Açores Santa Maria,Vila do Porto,São Pedro
Vila do Porto,Clube Asas do Atlântico,    103.200000,2000.000,47.0828907919883,"SANTA BÁRBARA, VILA DO PORTO",PICO ALTO,ASAS FM,80C9,N,Local,Não,,36.982777778,-25.090833333,36.982777778,-25.090833333,Não,Açores Santa Maria,Vila do Porto,Santa Bárbara
Vila Franca de Xira,"PAIVIMO - Unipessoal, Lda.",     88.200000,2000.000,47.0828907919883,ALTO DA BOAVISTA,VILA FRANCA DE XIRA,ULTRA FM,8000000000.000,N,Local,Não,,38.951944444,-8.988333333,38.951944444,-8.988333333,Não,Lisboa,Vila Franca de Xira,Vila Franca de Xira
Vila Franca de Xira,"Lezíria Comunicação Social, S.A.",     89.100000,2000.000,47.0828907919883,VILA FRANCA DE XIRA,ALTO DA AGRUELA,LEZIRIA,8038.000,N,Local,Não,,38.960833333,-9.018333333,38.960833333,-9.018333333,Não,Lisboa,Vila Franca de Xira,Vila Franca de Xira
Vila Franca do Campo,"ATLANTIRÁDIO - Sociedade de Radiodifusão, Lda.",     88.500000,2999.991,52.1057448873363,SÃO MIGUEL,PICO DA BARROSA,ATLANTDA,84CB,S,Local,Não,,37.763333333,-25.493888889,37.763333333,-25.493888889,Não,Açores São Miguel,Vila Franca do Campo,Água de Alto
Vila Franca do Campo,"Rádio Insular, Lda.",    107.200000,1000.000,39.5918340867651,SÃO MIGUEL,PICO DA BARROSA,INsular,80DB,N,Local,Não,,37.760277778,-25.491388889,37.760277778,-25.491388889,Não,Açores São Miguel,Vila Franca do Campo,Água de Alto
Vila Franca do Campo,"RCA - Rádio Comercial dos Açores, Lda.",     99.400000,2999.991,52.1057448873363,SÃO MIGUEL,PICO DA BARROSA,RCACORES,8061.000,N,Local,Não,,37.760277778,-25.491388889,37.760277778,-25.491388889,Não,Açores São Miguel,Vila Franca do Campo,Água de Alto
Vila Franca do Campo,"Top Rádio, Lda.",    102.400000,500.000,33.2926313568806,SÃO MIGUEL,PICO DA BARROSA,TOP,84A2,S,Local,Não,,37.760277778,-25.491388889,37.760277778,-25.491388889,Não,Açores São Miguel,Vila Franca do Campo,Água de Alto
Vila Nova de Cerveira,"Radio Cultural de Cerveira - Rcc Cooperativa de Radiodifusão, C.R.L.",     93.600000,500.000,33.2926313568806,MONTE DE S. PAIO,LOIVO,CERVEIRA,8060.000,N,Local,Não,,41.921388889,-8.7125,41.921388889,-8.7125,Sim,Viana do Castelo,Vila Nova de Cerveira,Loivo
Vila Nova de Famalicão,Círculo Cultural Famalicense,     94.000000,2000.000,47.0828907919883,MONTE DO FACHO,CALENDÁRIO,CID.HOJE,800E,N,Local,Não,,41.401944444,-8.546666667,41.402222222,-8.546666667,Sim,Braga,Vila Nova de Famalicão,Vila Nova de Famalicão e Calendário
Vila Nova de Famalicão,"Editave Multimédia, Lda.",     96.400000,50.000,18.721822436302,CERITE-S. JOAO,BRUFE,FAMA,8408.000,S,Local,Sim,,41.418888889,-8.545277778,41.416388889,-8.546111111,Sim,Braga,Vila Nova de Famalicão,Brufe
Vila Nova de Gaia,"Rádio e Televisão de Portugal, S.A.",     96.700000,100000.000,125.20037245767,VILA NOVA DE GAIA - Serra de Santiago,MONTE DA VIRGEM,ANTENA 1,8201.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,41.108333333,-8.586111111,41.108055556,-8.589444444,Sim,Porto,Vila Nova de Gaia,Oliveira do Douro
Vila Nova de Gaia,"Rádio e Televisão de Portugal, S.A.",     92.500000,100000.000,125.20037245767,VILA NOVA DE GAIA - Serra de Santiago,MONTE DA VIRGEM,ANTENA 2,8202.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,41.108333333,-8.586111111,41.108055556,-8.589444444,Sim,Porto,Vila Nova de Gaia,Oliveira do Douro
Vila Nova de Gaia,"Rádio e Televisão de Portugal, S.A.",    100.400000,100000.000,125.20037245767,VILA NOVA DE GAIA - Serra de Santiago,MONTE DA VIRGEM,ANTENA 3,8204.000,S,Nacional,Não,Rede 3 de Cobertura Nacional,41.108333333,-8.586111111,41.108055556,-8.589444444,Sim,Porto,Vila Nova de Gaia,Oliveira do Douro
Vila Nova de Gaia,"Rádio e Televisão de Portugal, S.A.",     91.500000,1000.000,39.5918340867651,VILA NOVA DE GAIA - Serra de Santiago,MONTE DA VIRGEM,,,,Local,Não,,41.108333333,-8.586111111,41.108333333,-8.586111111,Não,Porto,Vila Nova de Gaia,Oliveira do Douro
Vila Nova de Gaia,"DRUMS - Comunicações Sonoras, S.A.",    107.200000,500.000,33.2926313568806,VILA NOVA DE GAIA,MONTE DA VIRGEM,SATELITE,8040.000,N,Local,Não,,41.112222222,-8.596388889,41.112222222,-8.596388889,Não,Porto,Vila Nova de Gaia,Mafamude e Vilar do Paraíso
Vila Nova de Gaia,"V.D.R.F. - Electrónica, Audio e Equipamentos de Telecomunicações, Lda.",     88.400000,1000.000,39.5918340867651,MONTE DA VIRGEM,VILA NOVA DE GAIA,RADIO 5,80C6,N,Local,Não,,41.108055556,-8.590833333,41.107222222,-8.588611111,Sim,Porto,Vila Nova de Gaia,Oliveira do Douro
Vila Nova de Gaia,"Rádio Comercial, S.A.",     97.700000,43999.729,101.968990847879,VILA NOVA DE GAIA,MONTE DA VIRGEM,COMRCIAL,8203.000,S,Nacional,Não,Cobertura Nacional,41.112222222,-8.596388889,41.112222222,-8.596388889,Não,Porto,Vila Nova de Gaia,Mafamude e Vilar do Paraíso
Vila Nova de Gaia,"Rádio Renascença, Lda.",     93.700000,49999.999,105.280543861682,VILA NOVA DE GAIA,MONTE DA VIRGEM,RR,8221.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,41.112222222,-8.596388889,41.110833333,-8.596666667,Sim,Porto,Vila Nova de Gaia,Mafamude e Vilar do Paraíso
Vila Nova de Gaia,"Rádio Renascença, Lda.",    104.100000,49999.999,105.280543861682,VILA NOVA DE GAIA,MONTE DA VIRGEM,RFM,8231.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,41.112222222,-8.596388889,41.110833333,-8.596666667,Sim,Porto,Vila Nova de Gaia,Mafamude e Vilar do Paraíso
Vila Nova de Gaia,"SIRS - Sociedade Independente de Radiodifusão, S.A.",     98.900000,5000.000,59.203600847957,VILA NOVA DE GAIA,MONTE DA VIRGEM,NOVA,800A,N,Local,Não,,41.106944444,-8.591111111,41.108055556,-8.590833333,Sim,Porto,Vila Nova de Gaia,Oliveira do Douro
Vila Nova de Gaia,"RÁDIO CLUBE DE GAIA - Serviço Local de Radiodifusão Sonora, S.A.",     95.500000,2000.000,47.0828907919883,MONTE DA VIRGEM,MONTE DA VIRGEM,RECORD P,80B6,N,Local,Não,,41.108333333,-8.586111111,41.108611111,-8.59,Sim,Porto,Vila Nova de Gaia,Oliveira do Douro
Vila Nova de Gaia,"Rádio Nova Era, Sociedade de Comunicações, S.A.",    101.300000,2000.000,47.0828907919883,MONTE DA VIRGEM,MONTE DA VIRGEM,NOVA ERA,8053.000,N,Local,Não,,41.106944444,-8.591111111,41.108611111,-8.59,Sim,Porto,Vila Nova de Gaia,Oliveira do Douro
Vila Nova de Gaia,"Rádio Festival do Norte, Lda.",     94.800000,5000.000,59.203600847957,VILA NOVA DE GAIA,MONTE DA VIRGEM,FESTIVAL,8018.000,N,Local,Não,,41.106944444,-8.591111111,41.108055556,-8.590833333,Sim,Porto,Vila Nova de Gaia,Oliveira do Douro
Vila Nova de Gaia,"Rádio Clube de Gondomar - Serviço de Radiodifusão Local, Unipessoal, Lda.",    102.700000,2000.000,47.0828907919883,VILA NOVA DE GAIA,MONTE DA VIRGEM,MEO SW,8406.000,S,Local,Não,,41.106944444,-8.591111111,41.108611111,-8.59,Sim,Porto,Vila Nova de Gaia,Oliveira do Douro
Vila Nova de Gaia,"CÔCO - Companhia de Comunicação, Lda.",     90.000000,5000.000,59.203600847957,MONTE DA VIRGEM,MONTE DA VIRGEM,M80PORTO,8042.000,N,Local,Não,,41.108888889,-8.586666667,41.107222222,-8.588333333,Sim,Porto,Vila Nova de Gaia,Oliveira do Douro
Vila Nova de Paiva,"Rádio Escuro, C.R.L.",     98.000000,500.000,33.2926313568806,ALTO DO FACHO,Vila Nova de Paiva,R ESCURO,80B3,N,Local,Não,,40.857777778,-7.723333333,40.857777778,-7.723333333,Não,Viseu,Vila Nova de Paiva,"Vila Nova de Paiva, Alhais e Fráguas"
Vila Pouca de Aguiar,"Rádio e Televisão de Portugal, S.A.",     94.900000,10000.000,70.4053433621716,,MINHÉU,ANTENA 1,8201.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,41.548611111,-7.686944444,41.549722222,-7.688333333,Sim,Vila Real,Vila Pouca de Aguiar,Pensalvos e Parada de Monteiros
Vila Pouca de Aguiar,"Rádio e Televisão de Portugal, S.A.",     88.000000,10000.000,70.4053433621716,,MINHÉU,ANTENA 2,8202.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,41.548611111,-7.686944444,41.549722222,-7.688333333,Sim,Vila Real,Vila Pouca de Aguiar,Pensalvos e Parada de Monteiros
Vila Pouca de Aguiar,"Rádio e Televisão de Portugal, S.A.",    104.700000,10000.000,70.4053433621716,,MINHÉU,ANTENA 3,8204.000,S,Nacional,Não,Rede 3 de Cobertura Nacional,41.548611111,-7.686944444,41.549722222,-7.688333333,Sim,Vila Real,Vila Pouca de Aguiar,Pensalvos e Parada de Monteiros
Vila Pouca de Aguiar,"RÁDIO NOTICIAS - Produções e Publicidade, S.A.",    106.700000,10000.000,70.4053433621716,,SERRA DO MINHÉU,TSF,8343.000,S,Regional,Não,Cobertura Regional Norte,41.549444444,-7.688333333,41.549166667,-7.6875,Sim,Vila Real,Vila Pouca de Aguiar,Pensalvos e Parada de Monteiros
Vila Pouca de Aguiar,"RCChaves - Rádio Clube de Chaves FM Unipessoal, Lda.",    100.200000,500.000,33.2926313568806,TAZÉM - SERRA DA PADRELA,VALPAÇOS,REGIONAL,806F,N,Local,Não,,41.561666667,-7.5175,41.561666667,-7.517777778,Sim,Vila Real,Vila Pouca de Aguiar,Bornes de Aguiar
Vila Pouca de Aguiar,"Rádio Comercial, S.A.",     88.900000,10000.000,70.4053433621716,,MINHÉU,COMRCIAL,8203.000,S,Nacional,Não,Cobertura Nacional,41.549166667,-7.688333333,41.549166667,-7.688055556,Sim,Vila Real,Vila Pouca de Aguiar,Pensalvos e Parada de Monteiros
Vila Pouca de Aguiar,"Rádio Renascença, Lda.",     89.800000,10000.000,70.4053433621716,,MINHÉU,RR,8221.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,41.548611111,-7.688888889,41.548611111,-7.688611111,Sim,Vila Real,Vila Pouca de Aguiar,Pensalvos e Parada de Monteiros
Vila Pouca de Aguiar,"Rádio Renascença, Lda.",    102.600000,10000.000,70.4053433621716,,MINHÉU,RFM,8231.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,41.548611111,-7.688888889,41.548611111,-7.688611111,Sim,Vila Real,Vila Pouca de Aguiar,Pensalvos e Parada de Monteiros
Vila Pouca de Aguiar,"Rádio Clube Aguiarense, C.R.L.",     95.500000,1000.000,39.5918340867651,,MINHÉU,RCAGUIAR,80B4,N,Local,Não,,41.550555556,-7.686944444,41.549166667,-7.688055556,Sim,Vila Real,Vila Pouca de Aguiar,Pensalvos e Parada de Monteiros
Vila Real,"Basminho - Publicidade, Lda.",     96.300000,1000.000,39.5918340867651,ALTO DE CRAVELAS,LAMAS DE OLO,VOZMARAO,80B9,N,Local,Não,,41.364166667,-7.760555556,41.361944444,-7.764166667,Sim,Vila Real,Vila Real,Adoufe e Vilarinho de Samardã
Vila Real,"RCChaves - Rádio Clube de Chaves FM Unipessoal, Lda.",     94.500000,500.000,33.2926313568806,VILA REAL,LAGARES,REGIONAL,80F3,N,Local,Não,,41.330277778,-7.643611111,41.330277778,-7.643611111,Sim,Vila Real,Vila Real,Mouçós e Lamares
Vila Real,"Rádio Universidade do Marão - Cooperativa de Radiodifusão, C.R.L.",    104.300000,1000.000,39.5918340867651,LENHA GRANDE,SERRA DO ALVÃO,UFM,80C5,N,Local,Não,,41.364166667,-7.763055556,41.361944444,-7.763888889,Sim,Vila Real,Vila Real,Borbela e Lamas de Olo
Vila Real,"Polimédia - Publicidade e Publicações, Lda.",     97.400000,1000.000,39.5918340867651,ALTO DE CRAVELAS,LAMAS DE OLO,M80VREAL,8046.000,N,Local,Não,,41.362222222,-7.764722222,41.361944444,-7.764444444,Sim,Vila Real,Vila Real,Borbela e Lamas de Olo
Vila Real de Santo António,"Guadison - Sociedade de Radiodifusão Guadiana, Lda.",     90.500000,1000.000,39.5918340867651,,PORTELA DAS CARVOEIRAS,GUADIANA,80000.000,N,Local,Não,,37.242777778,-7.555833333,37.242777778,-7.555833333,Não,Faro,Vila Real de Santo António,Vila Nova de Cacela
Vila Verde,"Rádio Barca, C.R.L.",     99.600000,1000.000,39.5918340867651,CASTELO ABOIM,SAMPRIZ,BARCA FM,800C,N,Local,Não,,41.770277778,-8.374444444,41.770277778,-8.375,Sim,Braga,Vila Verde,Aboim da Nóbrega e Gondomar
Vila Verde,"Rádio Voz do Neiva, C.R.L.",     98.700000,1000.000,39.5918340867651,GODINHAÇOS - VILA VERDE,OURAL,VOZNEIVA,806F,N,Local,Não,,41.728888889,-8.459166667,41.728611111,-8.459444444,Sim,Braga,Vila Verde,Vade
Vila Viçosa,"RÁDIO CAMPANÁRIO - Voz de Vila Viçosa, C.R.L.",     90.600000,1000.000,39.5918340867651,ALTO DA PORTELA,VILA VIÇOSA,CAMPNARI,80C1,N,Local,Não,,38.764722222,-7.4275,38.764722222,-7.4275,Sim,Évora,Vila Viçosa,Nossa Senhora da Conceição e São Bartolomeu
Vinhais,"Cooperativa de Informação e Cultura Rádio Vinhais, C.R.L.",    100.500000,1000.000,39.5918340867651,,VILAR DE PEREGRINOS,VINHAIS,808C,N,Local,Não,,41.774722222,-7.011388889,41.775,-7.018611111,Sim,Bragança,Vinhais,Vilar de Peregrinos
Viseu,"Rádio e Televisão de Portugal, S.A.",    101.800000,1000.000,39.5918340867651,,VISEU,ANTENA 3,8204.000,S,Nacional,Não,Rede 3 de Cobertura Nacional,40.643888889,-7.918888889,40.646111111,-7.921111111,Sim,Viseu,Viseu,Repeses e São Salvador
Viseu,"Rádio e Televisão de Portugal, S.A.",     88.200000,500.000,33.2926313568806,,VISEU,ANTENA 1,8201.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,40.643888889,-7.918888889,40.646111111,-7.921111111,Sim,Viseu,Viseu,Repeses e São Salvador
Viseu,"Rádio e Televisão de Portugal, S.A.",     97.500000,500.000,33.2926313568806,,VISEU,ANTENA 2,8202.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,40.643888889,-7.918888889,40.646111111,-7.921111111,Sim,Viseu,Viseu,Repeses e São Salvador
Viseu,"Beiras FM - Radiodifusão e Publicidade, Unipessoal, Lda.",     95.600000,500.000,33.2926313568806,LUGAR DE CHÃO DE ALVA - MUNDÃO,Viseu,M80PCAST,8095.000,N,Local,Não,,40.691111111,-7.848888889,40.691111111,-7.848888889,Não,Viseu,Viseu,Mundão
Viseu,"Rede Regional de Radiodifusão RCI, Lda.",    104.800000,50.000,18.721822436302,"RUA DOUTOR LUÍS FERREIRA, 58 - 3.º - SALA 6",Viseu,RCI,8477.000,S,Local,Sim,,40.657777778,-7.911944444,40.658055556,-7.911944444,Sim,Viseu,Viseu,Viseu
Viseu,"Rádio Comercial, S.A.",     94.300000,500.000,33.2926313568806,LUGAR DE CHÃO DE ALVA - MUNDÃO,Viseu,COMRCIAL,8203.000,S,Nacional,Não,Cobertura Nacional,40.691388889,-7.848888889,40.691388889,-7.848888889,Não,Viseu,Viseu,Mundão
Viseu,"Rádio Renascença, Lda.",    106.400000,2000.000,47.0828907919883,BALDIO DE CAMPO E BASSAR,VISEU,MEGA VIS,8020.000,N,Local,Não,,40.711111111,-7.903333333,40.709722222,-7.904722222,Sim,Viseu,Viseu,Campo
Viseu,"Rádio Renascença, Lda.",    103.600000,1000.000,39.5918340867651,COLÉGIO DA VIA SACRA,VISEU,RR,8221.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,40.656111111,-7.906666667,40.655833333,-7.904722222,Sim,Viseu,Viseu,Viseu
Viseu,"Rádio Renascença, Lda.",     99.400000,1000.000,39.5918340867651,COLÉGIO DA VIA SACRA,VISEU,RFM,8231.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,40.656111111,-7.906666667,40.655833333,-7.904722222,Sim,Viseu,Viseu,Viseu
Viseu,"Nodigráfica - Informação e Artes Gráficas, Lda.",    102.800000,2000.000,47.0828907919883,LUGAR DE CHÃO DE ALVA - MUNDÃO,VISEU,CIDADE V,8037.000,N,Local,Não,,40.691388889,-7.848888889,40.691388889,-7.848888889,Não,Viseu,Viseu,Mundão
Vizela,"Rádio Vizela - Cooperativa de Radiodifusão, C.R.L.",     97.200000,1000.000,39.5918340867651,PENA BESTEIRA,Lustosa,R.VIZELA,8080.000,N,Local,Não,,41.355555556,-8.3125,41.355555556,-8.3125,Não,Braga,Vizela,Santa Eulália
Vouzela,"RÁDIO NOTICIAS - Produções e Publicidade, S.A.",    102.500000,100.000,22.2641244470679,VOUZELA,PICO DA PENA,TSF,8343.000,S,Regional,Não,Cobertura Regional Norte,40.690277778,-8.123611111,40.689722222,-8.123888889,Sim,Viseu,Vouzela,Ventosa
Vouzela,"Rede Regional de Radiodifusão RCI, Lda.",    105.500000,2000.000,47.0828907919883,,FORNELO DO MONTE,RCI,8477.000,S,Local,Não,,40.646944444,-8.104166667,40.646944444,-8.104166667,Sim,Viseu,Vouzela,Fornelo do Monte
Vouzela,"Rádio Comercial, S.A.",    103.100000,299.999,29.3012111881995,VOUZELA,PICO DA PENA,COMRCIAL,8203.000,S,Nacional,Não,Cobertura Nacional,40.691111111,-8.124166667,40.689444444,-8.123611111,Sim,Viseu,Vouzela,Vouzela e Paços de Vilharigues
Vouzela,"Rádio Renascença, Lda.",     93.800000,1000.000,39.5918340867651,VOUZELA,PICO DA PENA,RR,8221.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,40.689722222,-8.124166667,40.689722222,-8.123888889,Sim,Viseu,Vouzela,Ventosa
